Symbol,Short Name,"Close (D)
[Trade Date] 2022-02-09
[Price Type] Yield",FULL,"Closing Price (Net)
[Trade Date] 2022-02-09","Estimated Clean Price (SHCH)
[Date] 2022-02-09","Estimated Yield (SHCH)
[Date] 2022-02-09","Estimated Dirty Price (SHCH)
[Date] 2022-02-09","Estimated Yield (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Clean Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Dirty Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended",Dated Date,"Remaining Maturity (Year)
[Date] Most Recent
[Unit] Yearly",Initial Face Value,"Bond Latest Face Value
[Trade Date] Last Closing Day",Latest Bond Rating,Maturity Date,Coupon Type,Interest Accrual Method,Coupon Description,Coupon Frequency,COUPON_DATE,"Bond Term (Year)
[Unit] Yearly",Maturities (Text),Interest Reference,Coupon Date Description,"Bond Term (Year)
[Unit] Yearly","Issue Amount
[Unit] (100M)"
152113.SH,LIANYUNGANG CLOUDS INVESTMENT 7.0300% B260304,7.0114,106.6063,100,101.3083,6.3063,107.9146,,,,3/4/2019,4.063,100,100,AA+,3/4/2026,Fixed Interest Rate,Simple interest,7.03%,1,3月4日,7,5.0044,A/365,"Pay interest on March 4 every year, and holidays are postponed",7,4.5
196006.SH,21 Fenggang 06,6.9749,100.8247,100,100.2491,6.8405,101.0738,,,,12/29/2021,1.8849,100,100,AA+,12/29/2023,Fixed Interest Rate,Simple interest,7%,1,12月29日,2,2,A/365F,The interest payment holiday is postponed on December 29 every year,2,2.31
152716.SH,CHONGQING TONGRUI AGRICULTURAL DEVELOPMENT 7.00% B271228,6.9866,100.8438,100,100.9398,6.7053,101.7837,,,,12/28/2020,5.8822,100,100,AAA,12/28/2027,Fixed Interest Rate,Simple interest,7.00%,1,12月28日,7,5.0022,A/365,"Pay interest on December 28 every year, and postpone holidays",7,5
197994.SH,21tongtai F1,6.9726,100.9589,100,100.3973,6.7501,101.3562,,,,12/22/2021,1.8658,100,100,AA+,12/22/2023,Fixed Interest Rate,Simple interest,7%,1,12月22日,2,2,A/365F,The interest payment holiday is postponed on December 22 every year,2,2
197995.SH,21tongtai F2,6.9726,100.9589,100,100.3973,6.7501,101.3562,,,,12/22/2021,1.8658,100,100,AA+,12/22/2023,Fixed Interest Rate,Simple interest,7%,1,12月22日,2,2,A/365F,The interest payment holiday is postponed on December 22 every year,2,2
177150.SH,HONGQIAO TAIXING INDUSTRIAL DEVELOPMENT COMPANY 7% B221116,6.8618,101.6493,100,101.2839,5.1688,102.9332,,,,11/16/2020,0.7671,100,100,AA+,11/16/2022,Fixed Interest Rate,Simple interest,7%,1,11月16日,2,2,A/365F,"Interest is paid on November 16 each year, holidays are postponed",2,5
184110.SH,21 Taoyuan 02,6.9839,101.726,100,101.2593,6.6678,102.9853,,,,11/12/2021,6.7562,100,100,AAA,11/12/2028,Fixed Interest Rate,Simple interest,7%,1,11月12日,7,5.0033,A/365,"Pay interest on November 12 every year, and holidays are postponed",7,5
175303.SH,CHINA GRAND AUTO 7.0% B231030,6.9578,101.9753,100,95.1446,10.1767,97.1199,,,,10/30/2020,1.7205,100,100,AA+,10/30/2023,Fixed Interest Rate,Simple interest,7.00%,1,10月30日,3,3,A/365F,"Pay interest on October 30 every year, and holidays are postponed",3,5.5
197261.SH,21 Kunfa 01,6.9702,102.2822,100,101.7026,6.2692,103.9848,,,,10/14/2021,2.6767,100,100,AAA,10/14/2024,Fixed Interest Rate,Simple interest,7%,1,10月14日,3,3,A/365F,"Pay interest on October 14 each year, and holidays are postponed",3,5
152293.SH,19 silver bonds,6.9674,102.6274,100,101.3374,6.3956,103.9648,,,,9/26/2019,4.6274,100,100,AA+,9/26/2026,Fixed Interest Rate,Simple interest,7.00%,1,9月26日,7,5.0044,A/365,The interest payment holiday will be postponed on September 26 every year,7,7
167749.SH,ZHAOTAI GROUP 7% B220924,6.7881,102.6658,100,99.5124,7.6215,102.1782,,,,9/24/2020,0.6219,100,100,AA+,9/24/2022,Fixed Interest Rate,Simple interest,7%,1,9月24日,2,2,A/365F,The interest payment holiday will be postponed every September 24,2,16.3
152988.SH,21 Taoyuan 01,6.98,102.8,100,102.8661,6.2424,105.6661,,,,9/17/2021,6.6027,100,100,AAA,9/17/2028,Fixed Interest Rate,Simple interest,7%,1,9月17日,7,5.0033,A/365,The interest payment will be postponed on September 17 every year,7,5
175022.SH,ZHONGRUI INDUSTRIAL 7.00% B230819,6.9161,103.3962,100.04,101.476,5.921,104.8322,,,,8/19/2020,1.5233,100,100,AA+,8/19/2023,Fixed Interest Rate,Simple interest,7.00%,1,8月19日,3,3,A/365F,The interest payment will be postponed on August 19 every year,3,9
151777.SH,19Neijian  01,6.7329,103.4137,100,100.8221,5.1761,104.2358,,,,8/16/2019,0.5151,100,100,AAA,8/16/2022,Fixed Interest Rate,Simple interest,7.00%,1,8月16日,3,3,A/365F,"Pay interest on August 16 each year, and holidays are postponed",3,8
152201.SH,GUCHENG COUNTY CONSTRUCTION INVESTMENT MANAGEMENT 7.0% B260426,6.9697,105.5616,100,102.0671,5.9299,107.6288,,,,4/26/2019,4.2082,100,100,AA+,4/26/2026,Fixed Interest Rate,Simple interest,7.00%,1,4月26日,7,5.0044,A/365,The interest payment will be postponed on April 26 every year,7,3
155382.SH,APP 7.00% B220425,6.5417,105.5808,100,99.9587,6.8257,105.5395,,,,4/25/2019,0.2055,100,100,AAA,4/25/2022,Fixed Interest Rate,Simple interest,7.00%,1,4月25日,3,3,A/365F,The interest payment will be postponed on April 25 every year,3,20
152149.SH,JINGGANGSHAN STATE-OWNED ASSETS MANAGEMENT 7.00% B260401,6.9744,106.0411,100,102.3324,5.7716,108.3735,,,,4/1/2019,4.1397,100,100,AAA,4/1/2026,Fixed Interest Rate,Simple interest,7.00%,1,4月1日,7,5.0044,A/365,"Interest is paid on April 1 every year, and holidays are postponed",7,7
178801.SH,LUJIANG GROUP 7.00% B240628,6.9947,100.8438,100,99.44,7.2375,103.7935,,,,6/28/2021,2.3808,100,100,AA+,6/28/2024,Fixed Interest Rate,Simple interest,7.00%,4,3月28日,3,3,A/365F,"The interest payment on September 28th, December 28th, March 28th, June 28th will be postponed every year",3,10
177869.SH,CHENGDU XILING CITY INVESTMENT AND CONSTRUCTION GROUP 7.0% B240315,6.9792,106.3671,100,102.1496,5.8688,108.5168,,,,3/15/2021,2.0932,100,100,AAA,3/15/2024,Fixed Interest Rate,Simple interest,7.00%,1,3月15日,3,3,A/365F,"Pay interest on March 15 every year, and postpone holidays",3,3.5
175798.SH,JINKO POWER 7.00% B230308,6.9646,106.5014,100,101.0974,5.8997,107.5987,,,,3/8/2021,1.074,100,100,AA+,3/8/2023,Fixed Interest Rate,Simple interest,7.00%,1,3月8日,2,2,A/365F,The interest payment will be postponed on March 8 every year,2,2
177965.SH,WEIFANG ECONOMIC ZONE URBAN CONSTRUCTION INVESTMENT DEVELOPMENT 7% B240224,6.9845,106.7315,100,101.9051,5.9756,108.6366,,,,2/24/2021,2.0411,100,100,AA+,2/24/2024,Fixed Interest Rate,Simple interest,7.00%,1,2月24日,3,3,A/365F,The interest payment holiday is postponed on February 24 every year,3,3
152105.SH,CHANGSHA JINXIA DEVELOPMENT AND CONSTRUCTION 7.0% B260214,6.4149,107.9433,101.02,103.2937,5.1888,110.217,,,,2/14/2019,4.0137,100,100,AAA,2/14/2026,Fixed Interest Rate,Simple interest,7.00%,1,2月14日,7,5.0038,A/365,"Interest is paid on February 14 every year, holidays are postponed",7,8
177949.SH,HONGQIAO TAIXING INDUSTRIAL DEVELOPMENT COMPANY 7.0% B230209,6.9795,100.0192,100,101.2548,5.6696,101.2739,,,,2/9/2021,1,100,100,AA+,2/9/2023,Fixed Interest Rate,Simple interest,7.00%,1,2月9日,2,2,A/365F,The interest payment holiday is postponed on February 9 every year,2,1.78
152754.SH,JIANGYOU CHUANGYUAN DEVELOPMENT AND CONSTRUCTION INVESTMENT 7% B280205,6.9935,100.0959,100,102.5762,6.2391,102.6721,,,,2/5/2021,5.989,100,100,AAA,2/5/2028,Fixed Interest Rate,Simple interest,7.00%,1,2月5日,7,5.0022,A/365,"Interest shall be paid on February 5 every year, and holidays shall be postponed accordingly",7,5
177868.SH,HONGQIAO TAIXING INDUSTRIAL DEVELOPMENT COMPANY 7.0% B230203,6.9712,100.1342,100,101.2568,5.6402,101.391,,,,2/3/2021,0.9836,100,100,AA+,2/3/2023,Fixed Interest Rate,Simple interest,7.00%,1,2月3日,2,2,A/365F,The interest payment holiday is postponed on February 3 every year,2,4
196048.SH,21 Dexing 03,6.9768,100.7096,100,100.2509,6.8425,100.9605,,,,1/4/2022,1.9014,100,100,AA+,1/4/2024,Fixed Interest Rate,Simple interest,7.00%,1,1月4日,2,2,A/365F,The interest payment on January 4 of each year will be postponed,2,5
184046.SH,21 Kaizhou 02,6.97,102.796,100,102.4374,6.3418,105.2334,,,,9/17/2021,6.6027,100,100,AAA,9/17/2028,Fixed Interest Rate,Simple interest,6.99%,1,9月17日,7,5.0033,A/365,The interest payment will be postponed on September 17 every year,7,3
178501.SH,GAO GANG KAI FA 6.99% B230428,6.9378,105.5154,100,100.765,6.2828,106.2804,,,,4/28/2021,1.2137,100,100,AA+,4/28/2023,Fixed Interest Rate,Simple interest,6.99%,1,4月28日,2,2,A/365F,The annual interest payment holiday will be postponed on April 28th,2,5
152373.SH,SHAODONG NEW DEVELOPMENT AND CONSTRUCTION INVESTMENT 6.97% B261231,6.6063,101.6529,100.87,104.1157,5.3599,104.8986,,,,12/31/2019,4.8904,100,100,AAA,12/31/2026,Fixed Interest Rate,Simple interest,6.97%,1,12月31日,7,5.0044,A/365,Pay interest on December 31 of each year and postpone holidays,7,5
152210.SH,YICHUN VENTURE CAPITAL 6.97% B260610,5.8779,106.8785,102.2,105.1172,4.5449,109.7957,,,,6/10/2019,4.3315,100,100,AA+,6/10/2026,Fixed Interest Rate,Simple interest,6.97%,1,6月10日,7,5.0044,A/365,"Pay interest on June 10 every year, and holidays are postponed",7,5
152513.SH,GUANGXI QINZHOU LINHAI INDUSTRIAL INVESTMENT 6.95% B270706,6.924,104.17,100,101.5974,6.3859,105.7674,,,,7/6/2020,5.4027,100,100,AAA,7/6/2027,Fixed Interest Rate,Simple interest,6.95%,1,7月6日,7,5.0022,A/365,The interest payment will be postponed on July 6 every year,7,8.9
152637.SH,GUANGXI QINZHOU LINHAI INDUSTRIAL INVESTMENT B271106,6.8801,101.8148,100,101.3574,6.4602,103.1722,,,,11/6/2020,5.7397,100,100,AAA,11/6/2027,Fixed Interest Rate,Simple interest,6.90%,1,11月6日,7,5.0022,A/365,"Pay interest on November 6 every year, and postpone holidays",7,2.1
162124.SH,19 Ji Kong 02,6.8683,102.7222,100,100.7142,6.5704,103.4364,,,,9/19/2019,2.6082,100,100,AAA,9/19/2024,Fixed Interest Rate,Simple interest,6.90%,1,9月19日,5,5,A/365F,"Interest is paid on September 19 each year, holidays are postponed",5,18
155912.SH,19GuoTai Y1,9.6646,104.1967,100,100.0667,6.4547,104.2634,,,,7/3/2019,0.3945,100,100,AAA,7/3/2022,Fixed Interest Rate,Simple interest,6.90%,1,7月3日,3,3+N,A/365F,The interest payment will be postponed on the 3rd of July every year,3,5
152423.SH,20 Isobutylene,6.8841,106.1249,100,101.0034,6.5184,107.1283,,,,3/23/2020,5.1151,100,100,AA+,3/23/2027,Fixed Interest Rate,Simple interest,6.90%,1,3月23日,7,5.0022,A/365,The interest payment holiday is postponed on March 23 every year,7,6
177928.SH,LUJIANG GROUP 6.9% B240208,6.8892,100.0378,100,99.4615,7.1987,99.4993,,,,2/8/2021,1.9973,100,100,AA+,2/8/2024,Fixed Interest Rate,Simple interest,6.90%,1,2月8日,3,3,A/365F,The interest payment holiday is postponed on February 8 every year,3,5
152952.SH,PUYANG KAIZHOU INVESTMENT GROUP 6.89% B280716,6.8695,103.9452,100,102.7819,6.1313,106.7272,,,,7/16/2021,6.4301,100,100,AAA,7/16/2028,Fixed Interest Rate,Simple interest,6.89%,1,7月16日,7,5.0033,A/365,"Pay interest on July 16 each year, and holidays are postponed",7,3
152570.SH,MENGZI NEW URBANIZATION DEVELOPMENT INVESTMENT 6.88% B270909,6.8555,102.9028,100,101.9502,6.2291,104.853,,,,9/9/2020,5.5808,100,100,AAA,9/9/2027,Fixed Interest Rate,Simple interest,6.88%,1,9月9日,7,5.0022,A/365,"Pay interest on September 9 each year, and holidays are postponed",7,4
152150.SH,SHANXI ANKANG HIGH-TECH DEVELOPMENT AND INVESTMENT(GROUP) 6.85% B260328,6.8262,105.9867,100,102.5586,5.4995,108.5453,,,,3/28/2019,4.1288,100,100,AAA,3/28/2026,Fixed Interest Rate,Simple interest,6.85%,1,3月28日,7,5.0044,A/365,"Pay interest on March 28 every year, and postpone holidays",7,7.3
197935.SH,21 Su Shui 02,6.7842,100.7638,100,100.7577,6.4955,101.5216,,,,12/31/2021,2.8904,100,100,AA+,12/31/2024,Fixed Interest Rate,Simple interest,6.80%,1,12月31日,3,3,A/365F,Pay interest on December 31 of each year and postpone holidays,3,3.5
197941.SH,21 Dongxiang 04,6.7745,100.8942,100,100.3736,6.5667,101.2678,,,,12/24/2021,1.8712,100,100,AA+,12/24/2023,Fixed Interest Rate,Simple interest,6.80%,1,12月24日,2,2,A/365F,"Pay interest on December 24 every year, and postpone holidays",2,2
197403.SH,21suifa 01,6.789,100.9315,100,100.8525,6.5832,101.784,,,,12/22/2021,4.8658,100,100,AAA,12/22/2026,Fixed Interest Rate,Simple interest,6.80%,1,12月22日,5,5,A/365F,The interest payment holiday is postponed on December 22 every year,5,3
197437.SH,21 Shao Jian 01,6.775,101.7512,100,101.0078,6.3716,102.759,,,,11/8/2021,2.7452,100,100,AA+,11/8/2024,Fixed Interest Rate,Simple interest,6.80%,1,11月8日,3,3,A/365F,"Pay interest on November 8 each year, and postpone holidays",3,10
152632.SH,CHENGDU GARDEN CITY URBAN CONSTRUCTION INVESTMENT 6.80% B271103,6.7803,101.8444,100,101.6507,6.2696,103.4951,,,,11/3/2020,5.7315,100,100,AAA,11/3/2027,Fixed Interest Rate,Simple interest,6.80%,1,11月3日,7,5.0022,A/365,"Pay interest on November 3, and postpone holidays",7,7
184103.SH,21 Renhuai Debt,6.7839,101.863,100,92.7562,8.7498,94.6192,,,,11/2/2021,6.7288,100,100,AA+,11/2/2028,Fixed Interest Rate,Simple interest,6.80%,1,11月2日,7,5.0033,A/365,"Pay interest on November 02 every year, and holidays are postponed",7,9.5
197093.SH,21 Shangteng 01,6.7742,101.863,100,101.3094,6.2461,103.1724,,,,11/2/2021,2.7288,100,100,AA+,11/2/2024,Fixed Interest Rate,Simple interest,6.80%,1,11月2日,3,3,A/365F,"Pay interest on November 2nd every year, and holidays are postponed",3,5
197469.SH,21 open dry 03,6.7736,101.9375,100,101.3226,6.2383,103.2601,,,,10/29/2021,2.7178,100,100,AAA,10/29/2024,Fixed Interest Rate,Simple interest,6.80%,1,10月29日,3,3,A/365F,The interest payment holiday will be postponed on October 29 every year,3,8
196977.SH,21 longling 02,6.7735,101.9562,100,101.4092,6.2024,103.3653,,,,10/28/2021,2.7151,100,100,AA+,10/28/2024,Fixed Interest Rate,Simple interest,6.80%,1,10月28日,3,3,A/365F,"Pay interest on October 28 every year, and postpone holidays",3,4.5
197373.SH,ZHENJIANG TOURISM DEVELOPMENT B231020,6.7576,102.1052,100,100.846,6.2292,102.9512,,,,10/20/2021,1.6932,100,100,AA+,10/20/2023,Fixed Interest Rate,Simple interest,6.80%,1,10月20日,2,2,A/365F,"Pay interest on October 20 each year, and postpone holidays",2,4.2
197189.SH,21 Metallurgical Gao 01,6.7551,102.3288,100,100.505,6.4378,102.8338,,,,10/8/2021,1.6603,100,100,AA+,10/8/2023,Fixed Interest Rate,Simple interest,6.80%,1,10月8日,2,2,A/365F,"October 8th annual interest payments, extended holidays",2,5
152918.SH,21 Yangxin bonds,6.7813,102.6082,100,102.1116,6.2407,104.7198,,,,9/23/2021,6.6192,100,100,AAA,9/23/2028,Fixed Interest Rate,Simple interest,6.80%,1,9月23日,7,5.0033,A/365,The interest payment holiday will be postponed every September 23,7,4
152286.SH,19xixia country debt,6.4642,103.3082,100.7,101.8244,5.9895,104.4326,,,,9/23/2019,4.6192,100,100,AAA,9/23/2026,Fixed Interest Rate,Simple interest,6.80%,1,9月23日,7,5.0044,A/365,The interest payment holiday will be postponed every September 23,7,7.5
152242.SH,YINGSHANG SHENXIANG INDUSTRIAL DEVELOPMENT 6.8% B260806,6.7657,103.5025,100,101.577,6.0588,105.0795,,,,8/6/2019,4.4877,100,100,AAA,8/6/2026,Fixed Interest Rate,Simple interest,6.80%,1,8月6日,7,5.0044,A/365,The interest payment holiday will be postponed on August 6 every year,7,8.5
152238.SH,ZHOUSHAN JINJIAN INVESTMENT 6.8% B260724,6.7655,103.7447,100,102.4618,5.6508,106.2065,,,,7/24/2019,4.4521,100,100,AAA,7/24/2026,Fixed Interest Rate,Simple interest,6.80%,1,7月24日,7,5.0044,A/365,"Pay interest on July 24 every year, and holidays are postponed",7,5
152966.SH,SHAODONG NEW DEVELOPMENT AND CONSTRUCTION INVESTMENT 6.8% B280721,6.78,103.8005,100,103.3324,5.9024,107.133,,,,7/21/2021,6.4438,100,100,AA+,7/21/2028,Fixed Interest Rate,Simple interest,6.80%,1,7月21日,7,5.0033,A/365,The interest payment holiday on July 21 every year is postponed,7,2
139422.SH,ZIBO BANYANG CITY ASSET MANAGEMENT 6.80% B260711,6.7655,103.9868,100,103.5306,5.1561,107.5174,,,,7/11/2019,4.4164,100,100,AAA,7/11/2026,Fixed Interest Rate,Simple interest,6.80%,1,7月11日,7,5.0044,A/365,"Interest is paid every July 11th, holidays are postponed",7,8
178373.SH,21 longling 01,6.7666,104.2104,100,102.3011,5.7183,106.5115,,,,6/29/2021,2.3836,100,100,AAA,6/29/2024,Fixed Interest Rate,Simple interest,6.80%,1,6月29日,3,3,A/365F,The interest payment holiday is postponed every year on June 29,3,5.5
152915.SH,CHENGDU XINGPU INVESTMENT 6.8% B280628,6.7804,104.229,100,103.6688,5.8038,107.8978,,,,6/28/2021,6.3808,100,100,AAA,6/28/2028,Fixed Interest Rate,Simple interest,6.80%,1,6月28日,7,5.0033,A/365,"Pay interest on June 28 every year, and postpone holidays",7,5
155454.SH,TIMES HOLDING 6.80% B240610,6.7674,104.5644,100,67.0542,27.7027,71.6186,,,,6/10/2019,2.3315,100,100,AAA,6/10/2024,Fixed Interest Rate,Simple interest,6.80%,1,6月10日,5,5,A/365F,"Pay interest on June 10 every year, and holidays are postponed",5,5
152894.SH,CHONGQING LONGEVITY DEVELOPMENT AND INVESTMENT 6.8% B280604,6.7813,104.6762,100,99.612,6.8948,104.2882,,,,6/4/2021,6.3151,100,100,AA+,6/4/2028,Fixed Interest Rate,Simple interest,6.80%,1,6月4日,7,5.0033,A/365,The interest payment will be postponed on June 4 every year,7,6
178558.SH,ZHOUKOU DONGXIN DISTRICT DEVELOPMENT INVESTMENT 6.80% B230507,6.7486,105.1978,100,100.7776,6.0962,105.9754,,,,5/7/2021,1.2384,100,100,AA+,5/7/2023,Fixed Interest Rate,Simple interest,6.80%,1,5月7日,2,2,A/365F,The interest payment holiday is postponed on May 7 every year,2,2
152178.SH,ANJI STATE-OUNED ASSETS MANAGEMENT 6.8% B260426,6.7713,105.4027,100,102.922,5.3139,108.3248,,,,4/26/2019,4.2082,100,100,AAA,4/26/2026,Fixed Interest Rate,Simple interest,6.80%,1,4月26日,7,5.0044,A/365,The interest payment will be postponed on April 26 every year,7,4
178261.SH,LIXIN COUNTY URBAN INVESTMENT 6.8% B240413,6.7741,105.6449,100,99.0078,7.2933,104.6528,,,,4/13/2021,2.1726,100,100,AA+,4/13/2024,Fixed Interest Rate,Simple interest,6.80%,1,4月13日,3,3,A/365F,"Pay interest on April 13 every year, and postpone holidays",3,4.5
155294.SH,YUNNAN INDUSTRY INVESTMENT GROUP 6.80% B220403,12.9339,104.8312,99,99.4319,10.2479,105.2632,,,,4/3/2019,0.1452,100,100,AA+,4/3/2022,Fixed Interest Rate,Simple interest,6.80%,1,4月3日,3,3,A/365F,The interest payment will be postponed on April 3 every year,3,10.6
124617.SH,HUBEI PROVINCIAL COMMUNICATIONS INVESTMENT 6.8% B240327,-0.0262,120.4616,114.5,108.1476,2.7897,114.1093,,,,3/27/2014,2.126,100,100,AAA,3/27/2024,Fixed Interest Rate,Simple interest,6.80%,1,3月27日,10,10,A/365,"Pay interest on March 27 every year, and holidays are postponed",10,30.2
152780.SH,RUIJIN CITY DEVELOPMENT 6.8% B280318,6.7886,106.1293,100,104.0498,5.6472,110.1791,,,,3/18/2021,6.1014,100,100,AAA,3/18/2028,Fixed Interest Rate,Simple interest,6.80%,1,3月18日,7,5.0033,A/365,"Pay interest on March 18 every year, and postpone holidays",7,10
152415.SH,20LiJiang Bond,6.7864,106.2411,100,99.5478,6.9648,105.7889,,,,3/12/2020,5.0849,100,100,AAA,3/12/2027,Fixed Interest Rate,Simple interest,6.80%,1,3月12日,7,5.0022,A/365,"Interest is paid on March 12 every year, holidays are postponed",7,7
152720.SH,FUZHOU LINCHUAN URBAN CONSTRUCTION AND DEVELOPMENT INVESTMENT 6.8% B280205,6.7937,100.0932,100,102.1003,6.1805,102.1934,,,,2/5/2021,5.989,100,100,AA+,2/5/2028,Fixed Interest Rate,Simple interest,6.80%,1,2月5日,7,5.0022,A/365,"Interest shall be paid on February 5 every year, and holidays shall be postponed accordingly",7,5
196233.SH,22 Town Wind 01,6.785,100.2795,100,100.712,6.3972,100.9914,,,,1/26/2022,1.9616,100,100,AA+,1/26/2024,Fixed Interest Rate,Simple interest,6.80%,1,1月26日,2,2,A/365F,"Interest is paid on January 26 every year, holidays are postponed",2,3.5
152771.SH,XI'AN AEROSPACE HIGH-TECH INDUSTRY DEVELOPMENT 6.75% B280310,6.7398,106.2322,100,104.6365,5.4327,110.8686,,,,3/10/2021,6.0795,100,100,AAA,3/10/2028,Fixed Interest Rate,Simple interest,6.75%,1,3月10日,7,5.0033,A/365,"Interest is paid on March 10 every year, holidays are postponed",7,7
196078.SH,21 Jinan New Town,6.6763,100.8077,100,100.3266,6.4969,101.1343,,,,12/28/2021,1.8822,100,100,AA+,12/28/2023,Fixed Interest Rate,Simple interest,6.70%,1,12月28日,2,2,A/365F,"Pay interest on December 28 every year, and postpone holidays",2,3.5
197902.SH,21 Hengye Y4,8.7955,101.0279,100,101.1193,6.0265,102.1473,,,,12/16/2021,1.8493,100,100,AA+,12/16/2023,Fixed Interest Rate,Simple interest,6.70%,1,12月16日,2,2+N,A/365F,"Pay interest on December 16 each year, and holidays are postponed",2,11
197673.SH,21 Hengye Y3,8.8089,101.3033,100,101.1095,6.0149,102.4128,,,,12/1/2021,1.8082,100,100,AA+,12/1/2023,Fixed Interest Rate,Simple interest,6.70%,1,12月1日,2,2+N,A/365F,The interest payment on December 1 of each year will be postponed,2,10
152289.SH,G19 Pingchang,6.6699,102.5148,100,101.652,5.9673,104.1668,,,,9/26/2019,4.6274,100,100,AA+,9/26/2026,Fixed Interest Rate,Simple interest,6.70%,1,9月26日,7,5.0044,A/365,The interest payment holiday will be postponed on September 26 every year,7,6.8
184058.SH,21 Ligao 01,6.6819,102.5515,100,101.6678,6.2559,104.2193,,,,9/24/2021,6.6219,100,100,AAA,9/24/2028,Fixed Interest Rate,Simple interest,6.70%,1,9月24日,7,5.0033,A/365,The interest payment holiday will be postponed every September 24,7,8
175877.SH,TAIXING ZHIGUANG ENVIRONMENTAL PROTECTION TECHNOLOGY B240726,6.6702,102.5882,100,101.0154,6.2465,103.6036,,,,9/22/2021,2.6164,100,100,AA+,9/22/2024,Fixed Interest Rate,Simple interest,6.70%,1,9月22日,3,3,A/365F,The interest payment will be postponed on September 22 every year,3,0.86
196809.SH,21 Hengye Y1,8.8975,102.9737,100,101.0538,5.9382,104.0275,,,,9/1/2021,1.5589,100,100,AA+,9/1/2023,Fixed Interest Rate,Simple interest,6.70%,1,9月1日,2,2+N,A/365F,The interest payment holiday will be postponed on September 1 every year,2,5
150565.SH,JIASHAN STATE-OWNED ASSETS 6.7% B230724,6.6465,103.6896,100,104.9955,3.1038,108.685,,,,7/24/2018,1.4521,100,100,AA+,7/24/2023,Fixed Interest Rate,Simple interest,6.70%,1,7月24日,5,5,A/365F,"Pay interest on July 24 every year, and holidays are postponed",5,5
152964.SH,SHAODONG NEW DEVELOPMENT AND CONSTRUCTION INVESTMENT 6.7% B280721,6.6805,103.7447,100,102.9534,5.9032,106.698,,,,7/21/2021,6.4438,100,100,AA+,7/21/2028,Fixed Interest Rate,Simple interest,6.70%,1,7月21日,7,5.0033,A/365,The interest payment holiday on July 21 every year is postponed,7,2
